question,answer
"?????? $\vec{a}, \vec{b}$ ?? $|\vec{a}| = 2|\vec{b}|$,? $(\vec{a} - \vec{b}) \perp \vec{b}$,? $\vec{a}$ ? $\vec{b}$ ????( ) A. $\frac{\pi}{6}$ B. $\frac{\pi}{3}$ C. $\frac{2\pi}{3}$ D. $\frac{5\pi}{6}$",B
"? $a, b$ ??????,?�$|\vec{a} - 3\vec{b}| = |3\vec{a} + \vec{b}|$�?�$\vec{a} \perp \vec{b}$�?( )
A. ????????  B. ????????
C. ??????  D. ??????????",C
"?? $\vec{e_1}, \vec{e_2}$ ??????????,? $\sqrt{3}\vec{e_1} - \vec{e_2}$ ? $\vec{e_1} + \lambda\vec{e_2}$ ???? $60^\circ$,??? $\lambda$ ??? ________?",$\frac{\sqrt{3}}{3}$
"???? $\vec{a} = (-2, 3), \vec{b} = (3, m)$,? $\vec{a} \perp \vec{b}$,? $m =$ ________?",2
"????? $\vec{a}, \vec{b}$ ?? $|\vec{a} + \vec{b}| = |\vec{a} - \vec{b}|$,?( ) A. $\vec{a} \perp \vec{b}$ B. $|\vec{a}| = |\vec{b}|$ C. $\vec{a} // \vec{b}$ D. $|\vec{a}| > |\vec{b}|$",A
"???? $\vec{a}, \vec{b}$ ???? $60^\circ, |\vec{a}| = 2, |\vec{b}| = 1$,? $|\vec{a} + 2\vec{b}| =$ ________?",$2\sqrt{3}$
"???? $\vec{a} = (-1, 2), \vec{b} = (m, 1)$,??? $\vec{a} + \vec{b}$ ? $\vec{a}$ ??,? $m =$ ________?",7
"???? $\vec{a} = (1, m), \vec{b} = (3, -2)$,? $(\vec{a} + \vec{b}) \perp \vec{b}$,? $m =$",8
"??? $\vec{a} = (m, 1), \vec{b} = (1, 2)$,? $|\vec{a} + \vec{b}|^2 = |\vec{a}|^2 + |\vec{b}|^2$,? $m =$ ________?",$-2$
"??? $\vec{a} = (x, x + 1), \vec{b} = (1, 2)$,? $\vec{a} \perp \vec{b}$,? $x =$ ________?",$-\frac{2}{3}$
"??? $|\vec{a} - \vec{b}| = \sqrt{6}$ ?? $(\vec{a} + \vec{b})^2 = 10, (\vec{a} - \vec{b})^2 = 6$,? $\vec{a} \cdot \vec{b} =$( ) A. 1 B. 2 C. 3 D. 5",1
?? $P$ ??????????? $A_1 A_2 \dots A_8$ ?? $A_1 A_2$ ?,? $\vec{PA_1}^2 + \vec{PA_2}^2 + \dots + \vec{PA_8}^2$ ?????? ________?,"$[12 + 2\sqrt{2}, 16]$"
"? $\triangle ABC$ ?,$AC = 3, BC = 4, \angle C = 90^\circ$?$P$ ? $\triangle ABC$ ????????,? $PC = 1$,? $\vec{PA} \cdot \vec{PB}$ ??????( ) A. $[-5, 3]$ B. $[-3, 5]$ C. $[-6, 4]$ D. $[-4, 6]$",D
???? 1 ?????? $ABC$ ?,$D$ ??? $BC$ ????,$DE \perp AB$ ?? $AB$ ?? $E$,$DF // AB$ ?? $AC$ ?? $F$,? $|2\vec{BE} + \vec{DF}|$ ??? ________;$(\vec{DE} + \vec{DF}) \cdot \vec{DA}$ ????? ________?,1  $\frac{11}{20}$
"? $\vec{e_1}, \vec{e_2}$ ?????,?? $|2\vec{e_1} - \vec{e_2}| \le \sqrt{2}$,$\vec{a} = \vec{e_1} + \vec{e_2}, \vec{b} = 3\vec{e_1} + \vec{e_2}$,? $\vec{a}, \vec{b}$ ???? $\theta$,? $\cos^2 \theta$ ????? ________?",$\frac{28}{29}$
????? $ABCD$ ???? 2,? $P$ ?? $\vec{AP} = \frac{1}{2}(\vec{AB} + \vec{AC})$,? $|\vec{PD}| =$ ________;$\vec{PB} \cdot \vec{PD} =$ ________?,$\sqrt{5}$  $-1$
"?? $\vec{a_1}, \vec{a_2}, \vec{b_1}, \vec{b_2}, \dots, \vec{b_k} (k \in \mathbb{N}^*)$ ?????????????,?? $|\vec{a_1} - \vec{a_2}| = 1$ ? $|\vec{a_i} - \vec{b_j}| \in \{1, 2\}$(?? $i = 1, 2, j = 1, 2, \dots, k$),? $k$ ????? ________?",6
"???? $ABCD$ ?,$AD // BC, AB = 2\sqrt{3}, AD = 5, \angle A = 30^\circ$,? $E$ ??? $CB$ ?????,? $AE = BE$,? $\vec{BD} \cdot \vec{AE} =$ ________?",$-1$
"?? $\vec{a}, \vec{b}, \vec{e}$ ?????,$\vec{e}$ ??????????? $\vec{a}$ ? $\vec{e}$ ???? $\frac{\pi}{3}$,?? $\vec{b}$ ?? $\vec{b}^2 - 4\vec{e} \cdot \vec{b} + 3 = 0$,? $|\vec{a} - \vec{b}|$ ?????( )
A. $\sqrt{3} - 1$  B. $\sqrt{3} + 1$  C. 2  D. $2 - \sqrt{3}$",$\sqrt{3} - 1$
"?????????,??? $A(-1, 0), B(2, 0)$,$E, F$ ? $y$ ???????,? $|\vec{EF}| = 2$,? $\vec{AE} \cdot \vec{BF}$ ????? ________?",$-3$
"???? $\vec{a}, \vec{b}$ ?? $|\vec{a}| = 1, |\vec{b}| = 2$,? $|\vec{a} + \vec{b}| + |\vec{a} - \vec{b}|$ ????? ________,???? ________?",4  $2\sqrt{5}$
"???????? $xOy$ ?,$A(-12, 0), B(0, 6)$,? $P$ ?? $O: x^2 + y^2 = 50$ ?,? $\vec{PA} \cdot \vec{PB} \le 20$,?? $P$ ?????????? ________?","$[-5\sqrt{2}, 1]$"
"??? $ABCD$ ?,$AB = 1, AD = 2$,?? $P$ ??? $C$ ????? $BD$ ??????? $\vec{AP} = \lambda \vec{AB} + \mu \vec{AD}$,? $\lambda + \mu$ ?????( )
A. 3  B. $2\sqrt{2}$  C. $\sqrt{5}$  D. 2",3
"?? $\triangle ABC$ ???? 2 ??????,$P$ ??? $ABC$ ???,? $\vec{PA} \cdot (\vec{PB} + \vec{PC})$ ?????( )
A. $-2$  B. $-\frac{3}{2}$  C. $-\frac{4}{3}$  D. $-1$",$-\frac{3}{2}$
"?? $M(x_0, y_0)$ ???? $C: \frac{x^2}{2} - y^2 = 1$ ????,$F_1, F_2$ ? $C$ ??????,? $\vec{MF_1} \cdot \vec{MF_2} < 0$,? $y_0$ ??????( ) A. $(-\frac{\sqrt{3}}{3}, \frac{\sqrt{3}}{3})$ B. $(-\frac{\sqrt{3}}{6}, \frac{\sqrt{3}}{6})$ C. $(-\frac{2\sqrt{2}}{3}, \frac{2\sqrt{2}}{3})$ D. $(-\frac{2\sqrt{3}}{3}, \frac{2\sqrt{3}}{3})$","(-\frac{\sqrt{3}}{3}, \frac{\sqrt{3}}{3})"
"?? $S_n$ ????? $\{a_n\}$ ?? $n$ ??,$a_2 = 3, a_5 = 9$,? $S_{10} =$ ________?",$\frac{20}{11}$
"?? $\{a_n\}$ ?? $a_{n+1} = \frac{1}{1 - a_n}, a_8 = 2$,? $a_1 =$ ________?",$\frac{1}{2}$
??? $\{a_n\}$ ?? $n$ ??? $S_n = \frac{2}{3}a_n + \frac{1}{3}$,??? $\{a_n\}$ ?????? $a_n =$ ________?,$(-2)^{n-1}$
? $S_n$ ??? $\{a_n\}$ ?? $n$ ???? $S_n = 2a_n + 1$,? $S_6 =$ ________?,$-63$
"??????????????,????????,??????????????????,?????????????????????,???? $\{b_n\}$:$b_1 = 1 + \frac{1}{\alpha_1}, b_2 = 1 + \frac{1}{\alpha_1 + \frac{1}{\alpha_2}}, b_3 = 1 + \frac{1}{\alpha_1 + \frac{1}{\alpha_2 + \frac{1}{\alpha_3}}}, \dots$,????,?? $\alpha_k \in \mathbb{N}^* (k = 1, 2, \dots)$??( ) A. $b_1 < b_5$ B. $b_3 < b_8$ C. $b_6 < b_2$ D. $b_4 < b_7$",D
? $S_n$ ????? $\{a_n\}$ ?? $n$ ???? $2S_3 = 3S_2 + 6$,??? $d =$ ________?,2
"????????????????,????????,???????????(?????),?????? 9 ???????????,???????? 9 ?,????????????????? 9 ?,????????? 9 ??????????,??????? 729 ?,??????????(?????)( )
A. 3699 ?  B. 3474 ?  C. 3402 ?  D. 3339 ?",3402
?????? $\{a_n\}$ ??? $a_1 \neq 0$,??? $a_1 + a_{10} = a_9$,? $\frac{a_1 + a_2 + \dots + a_9}{a_{10}} =$ ________?,$\frac{27}{8}$
"? $S_n$ ????? $\{a_n\}$ ?? $n$ ??,? $a_1 \neq 0, a_2 = 3a_1$,? $\frac{S_{10}}{S_5} =$ ________?",4
"? $S_n$ ????? $\{a_n\}$ ?? $n$ ????? $S_4 = 0, a_5 = 5$,?( ) A. $a_n = 2n - 5$ B. $a_n = 3n - 10$ C. $S_n = 2n^2 - 8n$ D. $S_n = \frac{1}{2}n^2 - 2n$",$a_n = 2n - 5$
"?????? $\{a_n\}$ ??? $a_1 \neq 0$,??? $a_1 + a_{10} = a_9$,? $\frac{a_1 +???? $\{a_n\} (n \in N^*)$ ?????,$S_n$ ??? $n$ ???? $a_2 a_5 + a_8 = 0, S_9 = 27$,? $S_8$ ??? ________? a_2 + \dots + a_9}{a_{10}} =$ ________?",16
"????? $\{a_n\}$ ?? $n$ ??? $S_n$,? $a_2 = -3, S_5 = -10$,? $a_5 =$ ________;$S_n$ ????? ________?",0  $-10$
"? $S_n$ ????? $\{a_n\}$ ?? $n$ ???? $3S_3 = S_2 + S_4, a_1 = 2$,? $a_5 =$( ) A. $-12$ B. $-10$ C. 10 D. 12",$-10$
"? $\{a_n\}$ ?????,? $a_1 = 3, a_2 + a_5 = 36$,? $\{a_n\}$ ?? 7 ?? $S_7$ ? ________?",14
"? $S_n$ ????? $\{a_n\}$ ?? $n$ ??,? $a_3 = 0, a_6 + a_7 = 14$,? $S_7 =$ ________;????? $a_n =$ ________?",21  $6n - 3$
"? $S_n$ ????? $\{a_n\}$ ?? $n$ ???? $a_1 + a_5 = 24, S_6 = 48$,? $\{a_n\}$ ????( ) A. 1 B. 2 C. 4 D. 8",4
"???? $\{a_n\}$ ???? 1,???? 0?? $a_2, a_3, a_6$ ?????,? $\{a_n\}$ ? 6 ????( )
A. $-24$  B. $-3$  C. 3  D. 8",$-24$
"?????? $\{a_n\}$ ? 9 ???? 27,$a_{10} = 8$,? $a_{100} =$( )
A. 100  B. 99  C. 98  D. 97",98
?? $\{a_n\}$ ???? 1 ?????,$S_n$ ? $\{a_n\}$ ?? $n$ ??,? $S_8 = 4S_4$,? $a_{10} =$( ) A. $\frac{17}{2}$ B. $\frac{19}{2}$ C. 10 D. 12,$\frac{19}{2}$
? $S_n$ ????? $\{a_n\}$ ?? $n$ ??,? $a_1 + a_3 + a_5 = 3$,? $S_5 =$( ) A. 5 B. 7 C. 9 D. 11,5
"??? $\{a_n\}$ ?? $n$ ??? $S_n$,? $a_1 = -1, a_{n+1} = S_{n+1}S_n$,? $S_n =$ ________?",$-\frac{1}{n}$
"???? $\{a_n\}$ ???? 2,? $a_2, a_4, a_8$ ?????,? $\{a_n\}$ ?? $n$ ?? $S_n =$( ) A. $n(n+1)$ B. $n(n-1)$ C. $\frac{n(n+1)}{2}$ D. $\frac{n(n-1)}{2}$",$n(n+1)$
"? $S_n$ ????? $\{a_n\}$ ?? $n$ ???? $S_2 = 4, S_4 = 6$,? $S_6 =$( ) A. 7 B. 8 C. 9 D. 10",7
"? $\{a_n\}$ ?????,? $a_1 + a_2 + a_3 = 1, a_2 + a_3 + a_4 = 2$,? $a_6 + a_7 + a_8 =$( ) A. 12 B. 24 C. 30 D. 32",32
"? $S_n$ ????? $\{a_n\}$ ?? $n$ ???? $a_5 - a_3 = 12, a_6 - a_4 = 24$,? $\frac{S_n}{a_n} =$( ) A. $2^n - 1$ B. $2 - 2^{1-n}$ C. $2 - 2^{n-1}$ D. $2^{1-n} - 1$",$2 - 2^{1-n}$
"?? $\{a_n\}$ ?,$a_1 = 2, a_{m+n} = a_m a_n$,? $a_{k+1} + a_{k+2} + \dots + a_{k+10} = 2^{15} - 2^5$,? $k =$( )
A. 2  B. 3  C. 4  D. 5",4
"????????????? $\{a_n\}$ ?? 4 ??? 15,? $a_5 = 3a_3 + 4a_1$,? $a_3 =$( )
A. 16  B. 8  C. 4  D. 2",4
"? $S_n$ ????? $\{a_n\}$ ?? $n$ ???? $a_1 = \frac{1}{3}, a_4^2 = a_6$,? $S_5 =$ ________?",$\frac{121}{3}$
"? $S_n$ ????? $\{a_n\}$ ?? $n$ ???? $a_1 = 1, S_3 = \frac{3}{4}$,? $S_4 =$ ________?",$\frac{5}{8}$
�?????�????????,??????????????????????????????????????,?????????,???????,???????????????????????? $\sqrt[12]{2}$??????????? $f$,??????????( ) A. $\sqrt[3]{2}f$ B. $\sqrt[12]{2^2}f$ C. $\sqrt[12]{2^5}f$ D. $\sqrt[12]{2^7}f$,$\sqrt[12]{2^7}f$
,
"?? $a_1, a_2, a_3, a_4$ ?????,? $a_1 + a_2 + a_3 + a_4 = \ln(a_1 + a_2 + a_3)$?? $a_1 > 1$,?( )","$a_1 > a_3, a_2 < a_4$"
"????????�????�??????:�???????,???????,???????,????????�???:?? 7 ????? 381 ??,??????????????????? 2 ?,????????( )
A. 1 ?  B. 3 ?  C. 5 ?  D. 9 ?",3
"????? $\{a_n\}$ ?? $a_1 + a_2 = -1, a_1 - a_3 = -3$,? $a_4 =$ ________?",$-8$
"?? $\{a_n\}$ ? $a_1 = 2, a_{n+1} = 2a_n$,$S_n$ ? $\{a_n\}$ ?? $n$ ??,? $S_n = 126$,? $n =$ ________?",6
"?????? $\{a_n\}$ ?? $a_1 = 3, a_1 + a_3 + a_5 = 21$,? $a_3 + a_5 + a_7 =$( ) A. 21 B. 42 C. 63 D. 84",42
"?????? $\{a_n\}$ ?? $a_1 = \frac{1}{4}, a_3 a_5 = 4(a_4 - 1)$,? $a_2 =$( ) A. 2 B. 1 C. $\frac{1}{2}$ D. $\frac{1}{8}$",$\frac{1}{2}$
"???? $\{a_n\}$ ?? $n$ ??? $S_n$,?? $S_3 = a_2 + 10a_1, a_5 = 9$,? $a_1 =$(",$\frac{1}{9}$
"???? $\{a_n\}$ ?? $3a_{n+1} + a_n = 0, a_2 = -\frac{4}{3}$,? $\{a_n\}$ ?? 10 ????",$3(1 - 3^{-10})$
"? �$\{a_n\}$ �???? d ?????, �$\{b_n\}$ �???? g?????,?? �$\{a_n + b_n\}$ �?? n ?? �$S_n = n^2 - n + 2^n - 1$ � $(n \in$ �$N^*$ ),? d+q ???",3
"??????? $a_1 + a_3 = 10$ , �$a_2 + a_4 = 5$ , ? �$a_1a_2\cdots a_",64
"? �$S_n$ ????? �$\{a_n\}$ �?? n ??,? �$a_1 = -2, a_2 + a_6 = 2$ ,? �$S_{10} =$",25
"????  $\{a_n\}$  ??  $a_n=\frac{n(n+1)}{2}$ ,?  $S_3=$ 
",10
"???  $\{2n-1\}$  ?  $\{3n-2\}$  ??????????????  $\{a_n\}$ ,?  $\{a_n\}$  ?? n ??? .
",�$3n^2-2n$
"????  $\{a_n\}$  ??  $a_1=1, a_{n+1}=\frac{a_n}{1+\sqrt{a_n}} (n \in N^*)$ . ???  $\{a_n\}$  ?? n ???  $S_n$ ,?
",$$\frac{3}{2} < S_{100} < 3$$
"????  $\{a_n\}$  ?? n ???  $S_n$ , $a_3$  = 3, $S_4$  = 10,?  $\sum_{k=1}^n \frac{1}{S_k}$  = .
",$\frac{2n}{n+1}$
"??? �$\{a_n\}$ �?????? �$a_n = (-1) \cdot (3n-2)$ ,? �$a_1 + a_2 + \dots + a_{10} =$ �( )",15.$
"??""??01??"" $\{a_n\}$ ??: �$\{a_n\}$ ?? 2m?,?? m??0,m??1,???? �$k \leq 2m$ , $a_1$ , $a_2$ ,�, $a_k$ ?0??????1???,? m=4,????""??01??""??",14
"????  $\{a_n\}$  ? n ???  $S_n$ , $S_{10}=0$ , $S_{15}=25$ ,?  $nS_n$ ????? .
",-49
"? �$a=0.1e^{0.1}, b=\frac{1}{9}, c=-\ln 0.9$ ,?????",�c < a < b
"?? �$a = \frac{31}{32}, b = \cos \frac{1}{4}, c = 4\sin \frac{1}{4}$ ,?,?????",�c > b > a
"?? �$9^m = 10, a = 10^m - 11, b = 8^m - 9$ ,?,?????",a > 0 > b
"? $2^a + \log_2 a = 4^b + 2\log_4 b$ ,? ( ),?????",a < 2b
"? �$a=3^{0.7}, b=(\frac{1}{3})^{-0.8}, c=\log_{0.7}0.8$ ,? a,b,c ??????",c < a < b
"??? $f(x) = \begin{cases} x+1, & x \leq 0 \\ 2^x, & x > 0 \end{cases}$ ,??? $f(x) + f(x - \frac{1}{2}) > 1$ ?x??????.
","$$\left(-\frac{1}{4}, +\infty\right)$$"
"??? �$f(x) = \begin{cases} e^{x-1}, x < 1, \\ x^{\frac{1}{3}}, x \ge 1, \end{cases}$ �??? f(x) �2 ??? x ??????","(-8,8]"
"??? x, y, �$x^2 + y^2 - xy = 1$ ,?"," $x + y \ge -2$   
 $x^2 + y^2 \le 2$ "
"?? �$\alpha, \beta, \gamma$ �????????,?? �$\sin \alpha \cos \beta$ , �$\sin \beta \cos \gamma$ , $\sin \gamma \cos \alpha$ �????,?? �$\frac{1}{2}$ �???????? ( )",2
"? a > 0, b > 0,? �$\frac{1}{a} + \frac{a}{b^2} + b$ �?????",�$2\sqrt{2}$
"?? a > 0, b > 0,? ab = 1,? �$\frac{1}{2a} + \frac{1}{2b} + \frac{8}{a+b}$ �????? .",4
" ? x > 0, y > 0, x + 2y = 5,?  $\frac{(x+1)(2y+1)}{\sqrt{xy}}$ ?????
",$4\sqrt{3}$
"?? �$a,b \in R$ ,? a-3b+6=0,? �$2^a+\frac{1}{8^b}$ �?????  ","�$\left[\frac{1}{2},1\right]$"
"?  $a,b \in R$ , ab > 0, ?  $\frac{a^4 + 4b^4 + 1}{ab}$  ?????
",4
"?? �$a \in R$ ,?? �$f(x) = \left| x + \frac{4}{x} - a \right| + a$ �??? [1, 4]?????? 5 ,? a ?????? .","$\left(-\infty, \frac{9}{2}\right)$"
"?????? �$\vec{a}, \vec{b}, \vec{c}, (\vec{c} \neq \vec{0})$ �?? �$|\vec{a}| = 1, |\vec{b}| = 2, \vec{a}$ . �$\vec{b} = 0, (\vec{a} - \vec{b}) \cdot \vec{c} = 0$ . ??? �$\vec{d}$ �? �$\vec{a}$ , �$\vec{b}$ �????????? x, y, �$\vec{d}$ �$-\vec{a}$ ? $\vec{c}$ ???????z,? $x^2 + y^2 + z^2$ ?????",�$\frac{2}{\kappa}$
"???(0,1)?(1,2)?????1??,?? ????? $\frac{7}{4}$ ????",$\frac{23}{32}$
"? x,y?????? $\{x-y-1 \ge 0, \, \, \text{? } z = 1\}$x+7y ????? ",1
"? x,y ?????? �$\{2x-y \ge 0, y \ge 3\}$+2y?????",7
"? x , y ?????? �$\begin{cases} x+y \geqslant -1 , \\ x-y \geqslant -1 , \\ y \geqslant -1 \end{cases}$ �? �$z=2x-y \leqslant 1$ �,x+2y ????? ",8
"? x, y ?????? �$\begin{cases} x+y \ge 0, \\ 2x-y \ge 0, \\ x \le 1, \end{cases}$ x + 2y????? .",7
"? x,y ?????? �$\begin{cases} 2x+y-2 \le 0, \\ x-y-1 \ge 0, \\ y+1 \ge 0, \end{cases}$ x+7y ????? 
",1
"?? x,y ??????  $\begin{cases} x+y\geqslant 2\\ y\geqslant 0\\ x+2y-3\leqslant 0 \end{cases}$ ,? z=y-2x????? 

",-1
"??? x,y ?????? �$\begin{cases} x-3y+1 \leqslant 0 \\ x+y-3 \geqslant 0 \end{cases}$ ,? z=x+2y ??????","$[4,+\infty)$"
"??? x,y??????  $\begin{cases} 2x+3y-6 \ge 0 \\ x+y-3 \le 0 \end{cases}$ ,? z=3x-y ????? .
",9
"? x,y ?????? �$\begin{cases} x-2y-2\leqslant 0\\ x-y+1\geqslant 0 \end{cases}$ ,? z=3x+2y????? .",6
"? x,y?????? �$\begin{cases} x+2y-5 \geqslant 0 \\ x-2y+3 \geqslant 0 \text{,? } z=x+y \text{ ????? } . \end{cases}$",9
"? x,y ??????  $\begin{cases} 2x + 3y - 3 \le 0 \\ 2x - 3y + 3 \ge 0 \end{cases}$ ,?$$z = 2x + y$$
$$z = 2x + y$$",-15$$
"? x,y ?????? �$\begin{cases} x+3y \leqslant 3 \\ x-y \geqslant 1 \end{cases}$ ,? z$$=x+y$$",3
"?x,y??????  $\begin{cases} 3x + 2y - 6 \le 0 \\ x \ge 0 \\ y \ge 0 \end{cases}$?z=x-y??????
","[-3, 2]"
"?x,y?????? $\langle x+y-2 \leq 0$? z=3x-4y ?????",-1
"?x,y??????? z = x - 2y ????? .",-5
"? x, y ?????? �$\langle x-2y \leq 0 \rangle$ �$\left(x+2y-2\leqslant 0\right)$? z = x + y ?????",$\frac{3}{2}$
"?x,y?????? $\{x-2y-1 \le 0\}$? z = 2x + 3y - 5 ????? ",-10
"?x, y??????? z = 3x + y ?????",4
"? x,y ??????z = 2x + y ?????",8
"?x,y??????z= 2x - y?????",8
"?x,y????????  $x-y-1 \leq 0$ ,  $x - 3y + 3 \ge 0$ ?z=x+2y?????
",7
"? x, y ??????  $\langle x + y - 1 \geq 0, y \rangle$z = 2x - 3y?????","{1} - 6$ 
"
"?x, y ??????  $\begin{cases} 1 \leq x \leq 3 \end{cases}$ ?z=2x-y?????_",3
"???x,y?? $\langle 2x - 3y \leq 9$ ,? $x^2 + y^2$????? 
",10
"? x,y ?????? �$\begin{cases} x-1 \geqslant 0 \\ x-y \leqslant 0 \end{cases}$ ,? �$x+y-4 \leqslant 0$$\frac{y}{x}$ ????? ",3
"??? �$C:(x-a)^2+(y-b)^2=1$ ,????? �$\Omega=(x+y-7\leq 0,$ $\begin{cases} x-y+7 \geqslant 0, \\ x-y+7 \geqslant 0, \end{cases}$  ???  $C \in \Omega$ ,?? C = x ???,?  $a^2 + b^2$  ??  $y \geqslant 0$ ??? 
",37
"?????????? A??? B???????????.?????? A????? 1.5kg,??? 1kg,? 5???;?????? B????? 0.5kg,??? 0.3kg,? 3???,?????? A???? 2100?,?????? B???? 900?.???????? 150kg,??? 90kg,????? 600???????,???? A??? B??????????  _?.",216000
"?? x,y ?????? �$\begin{cases} x-y \ge 0 \\ x+y \le 2, \exists z = ax+y \text{ in } \\ y \ge 0 \end{cases}$????4,?a= ( )",2
"x,y ?????? �$\begin{cases} x+y-2 \le 0 \\ x-2y-2 \le 0 \end{cases}$ ,? z=y-ax ? �$2x-y+\geqslant 0$???????????,???a???",2?-1
"? x,y ?? �$\begin{cases} x+y-2 \ge 0 \\ kx-y+2 \ge 0 \\ y \ge 0 \end{cases}$ �? z=y-x ?????-4,?k???
",�$-\frac{1}{2}$
"? x,y,y ?????? �$\begin{cases} x+y \geqslant a \\ x-y \leqslant -1 \end{cases}$ ,?z = x + ay?????7,?a =
",3
"??? x, y ?? �$\begin{cases} x + 2y - 4 \le 0, \\ x - y - 1 \le 0, & \text{?, } 1 \le ax + y \le x \ge 1, \end{cases}$4 ???,??? <math>a ??????","$\left[1, \frac{3}{2}\right]$"
"??? x,y ??????  $\begin{cases} y \leqslant x \\ x+y \leqslant 4 \text{ ,} ? z = 2x+y \\ y \geqslant k \end{cases}$ ?????-6,?k =
",-2
"?? a > 0,x, y ?????? �$\begin{cases} x \ge 1 \\ x + y \le 3 \end{cases}$ �. ? x = 2x + y ????? 1 . ? a = (x + y)$\begin{cases} x+y \leqslant 3 \quad , \exists z=2x+y \text{ ????? } 1, \text{? } a= \\ y \geqslant a(x-3) \end{cases}$ 
", $\frac{1}{2}$
"? z = kx + y,???? x, y ?? �$\begin{cases} x \ge 2 \\ x - 2y + 4 \ge 2 \end{cases}$ ,?z?????12,??? $k =",2
"�??????????v2,?????? ?????,????????? ( )",$2\sqrt{2}$
"?????? �$ABCD - A_1B_1C_1D_1$ �??? ?? 2,? $BAD = 60^\circ$ . ? �$D_1$ �???, $\sqrt{5}$ �????????? �$BCC_1B_1$ �?????",$\frac{\sqrt{2}}{2}\pi$ .
"?????????????????? ??????,????????,???????????? ?????????,?????36000km(????????? ???????).???????????O,??r? 6400km??,??? A????? OA ?????????? ?. ?????????????????????????? ????? $\alpha$ ,???????????????? $S=2\pi r^2(1 \cos\alpha$ ) (??: km<sup>2</sup>),? S ????????????",0.42
"????????????6,????30p ?????????",39p
"?????????? $\sqrt{2}$ ,?????? ?????,?????????
",�$2\sqrt{2}$
"???????????? $2\pi$ , ????,?? ????",1
"????????????????  $O_1$ ,  $O_2$ ,???  $O_1O_2$ ???????????????? 8 ??? ?,?????????
",$12\pi$
"????????S,??SA,SB? ??????? $\frac{7}{8}$ , SA????????? $45^{\circ}$ , ? $\Delta SAB$ ?? ??5v15,?????????",$40\sqrt{2}\pi$
"????????????????2,4,? ???2,?????",\frac{28}{3}\sqrt{2}.$
"?? A , B , C ???? 1 ?? O ?????? ??,? $AC \perp BC$ ,AC = BC = 1,????O - ABC????",$\frac{\sqrt{3}}{4}$
"????????????????,???? ???,?????? $\frac{32\pi}{3}$ ,?????????1:3,????? ???????",4\pi$
"????? ABCD - A1B1C1D1 ???? 2, M, N??? �$BB_1, AB$ �???,???? �$A - NMD_1$ �????",$\frac{1}{3}$
"????????S,??SA,SB ????,SA ????????? 30�. ? �$\Delta SAB$ �????8,????????",8p
"?? A,B,C ?? O ??????? ?, �$\odot O_1$ ? �$\triangle ABC$ �????. ? �$\odot O_1$ �???? �$4\pi$ , AB = BC = $AC = OO_1$ ,??O?????",$64\pi$
"?? �$\Delta ABC$ ???? �$\frac{9\sqrt{3}}{4}$ �??????,???????O????,??O????? �$16\pi$ ,??O??? ABC???? ( )",1
"???? �$2\sqrt{3}$ �??????????????,???????? ( )",�$36\pi$
"??????????1,????3,??????????????? ","$\frac{\sqrt{2}}{2\pi}$
"
"??????  $ABCD - A_1B_1C_1D_1$  ????? 2, $\angle BAD = 60^\circ$ ,?  $D_1$  ???, $\sqrt{5}$  ?????????  $BCC_1B_1$ ????? _.
",$\frac{\sqrt{2}}{2}\pi$
"???????1,?????????????2?????????,????????( )
",$\frac{3\pi}{4}$
"????? S-ABC???????? O ????,SC ?? O ???.??? SCA ? ?? SCB, SA=AC,SB=BC,??? S-ABC ???? 9,?? O ?????",36p
"????????????3,2,1,?? ????O????,??O????? .",14p
"???????? ABC- $A_1B_1C_1$ �??????? V ??,? �$AB \perp BC$ , AB = 6, BC = 8, �$AA_1=3$ ,?V?????",$\frac{9\pi}{2}$
"???8????????????? ?,????????? )",$12\pi$
"??*A*,*B*??*O*??????, �$\angle AOB = 90^{\circ}$ , C????????,???? O - ABC???? ???36,??O?????",$144\pi$
"?? H ?? O ??? AB ???, AH: HB=1:2, �$AB \perp$ �?? �$\alpha$ , H ???, �$\alpha$ �?? O ???????? �$\pi$ ,??O????? .",$\frac{9\pi}{2}$
"?????? O - ABCD ????  $\frac{3\sqrt{2}}{2}$ ,????? $\sqrt{3}$ ,??O???,OA?????????
",24p
"?? �$\angle ACB = 90^\circ$ ,P ??? ABC ???,PC = 2,? P ? �$\angle ACB$ �?? AC,BC ????? �$\sqrt{3}$ ,?? P ??? ABC ????",�$\sqrt{2}$
"???? �$ABCD - A_1B_1C_1D_1$ ?,E? ? CD ???,?",$A_1E \perp BC_1$
"?????????1,?????? ???? $\alpha$ �???????,? $\alpha$ �?????????????",$$\frac{3\sqrt{3}}{4}$$
"???? ABCD A<sub>1</sub>B<sub>1</sub>C<sub>1</sub>D<sub>1</sub>?, P? B<sub>1</sub>D<sub>1</sub>? ??,???PB?AD,?????",$\frac{\pi}{2}$
"???? ABCD A<sub>1</sub>B<sub>1</sub>C<sub>1</sub>D<sub>1</sub>?, AB= BC = 1, �$AA_1 = \sqrt{3}$ , ????? �$AD_1$ �? �$DB_1$ �????????",$\frac{\sqrt{5}}{5}$
"???? ABCD - A<sub>1</sub>B<sub>1</sub>C<sub>1</sub>D<sub>1</sub>?, E ?? �$CC_1$ ???,????? AE? CD ???????? ( )",$\frac{\sqrt{5}}{2}$
